"V1","V2","V3","V4","V5"
1.62827311827201,2.01467316654177,3.44255367245909,2.38096010709438,2.87506506310049
1.36101189153212,1.71121205720192,3.30912092504483,2.43458851657583,2.80032500325448
1.21381948596795,1.72261880810264,2.94488707343848,2.35431409653644,2.55004230136032
1.02568322673828,1.56669944694029,2.51401870553085,2.40430401104452,2.32516732947327
1.08945574064118,1.5845729054284,2.36965551306137,1.80235644972777,2.14749665546471
1.03203084456837,1.41500390970774,2.15292065123272,1.56123964614705,1.96155577393451
0.9741351351267,1.47503179526942,1.97511711772304,1.62256876211084,1.59301806234848
1.01688883366885,1.33295253233664,1.99043354246183,1.59192878518771,1.42249054480034
1.03683656566117,1.26651908048549,1.91310745960722,1.47589867896382,1.59531600845794
1.09860089993666,1.22745168414965,1.56969284722305,1.31968631755368,1.48143663542718
0.902658647525711,1.24763181081533,1.50843372389144,1.36872529447463,1.36560256626051
0.922295703675363,1.20711813787121,1.4521797389368,1.47444126071037,1.30509498112522
1.02739210999604,1.23614695516393,1.36353545776755,1.62031716991768,1.29739688319274
1.09394393381466,1.42598650738778,1.36813310525015,1.91164924548824,1.34624661628786
1.1281186324341,1.46586300986609,1.4875318845996,2.14595059412706,1.51629944528728
1.06340576123845,1.37478964129307,1.571578946621,2.10742919704736,1.73390958679724
1.09089836592915,1.32992873506706,1.37908922444387,2.06471813053808,1.87492522126911
0.951047431615314,1.4612313524557,1.28498603138646,1.98222372683407,1.72675792008144
0.991139197823428,1.28292571247989,1.4195114759642,1.94084635492956,1.86656516048361
1.05544687799561,1.13978227624781,1.44717585756012,1.81971451853532,1.73545761036714
0.982668770423221,1.18794260069369,1.54543700812248,1.87629098075045,1.71615906033901
1.03827737770872,1.18167024167906,1.39824733444379,1.82174866178706,1.69832500300388
1.08524231282852,1.05288391486116,1.35517485863847,1.97008087420593,1.61950945136014
1.24257304642014,1.18761728629669,1.17979637577175,2.04861858140025,1.68506256140517
1.19303903372815,1.17002532818446,1.17075485352697,1.85760329823069,1.90318949661716
1.18686060600431,1.26007954137293,1.00679968572537,1.88349510204192,1.85945064155783
1.00375080696908,1.31325942355707,1.23492772346874,1.86218040769915,1.77028648787834
0.964283198611395,1.17576734968022,1.29948319971399,1.82489164373399,1.85148209142614
0.950268577997786,1.04714712215152,1.43408108003849,1.85956533057985,1.85136176204665
0.989461557811382,1.04723855534782,1.40596780518742,1.87739193606411,1.87786244333431
1.01404905244748,1.02056028441896,1.38954494732077,1.87346329893308,1.99561865255422
1.06913260484035,1.06679652509343,1.49816493803729,1.78863175599399,2.05473844733812
1.041098311016,1.15905235194948,1.51748996082677,1.76669237009665,2.13082415590857
1.0168317550894,1.30966083985687,1.54246169984912,1.79933832261577,2.23881443380142
